Student_ID,Career,Domain,Raw_Fit_Score,Skill_Coverage,Adjusted_Fit_Score,Readiness,Top_Skill_Gaps,Top_Gap_Values,High_Priority_Gaps,Medium_Priority_Gaps,Recommendation,Career_Rank
116.0,Data Scientist,Technology & Data,86.81,100.0,86.81,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning, Data_Visualization, Communication","2.12, 2.12, 1.29, 1.17, 1.0",0,2,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
117.0,Operations Analyst,Business & Management,93.95,75.0,93.95,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis","1.12, 1.02, 0.49, 0.24",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
118.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
119.0,Operations Analyst,Business & Management,96.73,75.0,96.73,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","1.09, 0.46, 0.02",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
120.0,Accountant,Finance & Accounting,98.29,100.0,98.29,Excellent Fit,"Accounting, Financial_Reporting, Excel","0.51, 0.34, 0.34",0,0,"Career is suitable, but improvement is recommended in: Accounting, Financial_Reporting, Excel",1
122.0,Data Scientist,Technology & Data,75.0,100.0,75.0,Strong Fit,"Python, Data_Visualization, Machine_Learning, Statistics, Problem_Solving","3.0, 2.5, 2.38, 2.12, 2.12",1,7,"Career is suitable, but improvement is recommended in: Python, Data_Visualization, Machine_Learning",1
123.0,Operations Analyst,Business & Management,91.93,75.0,91.93,Excellent Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis","1.26, 1.22, 0.89, 0.44",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
124.0,Graphic Designer,Design & Creative,92.44,100.0,92.44,Excellent Fit,"Creativity, Visual_Design, Portfolio, Typography, Color_Theory","2.33, 1.33, 0.67, 0.33, 0.33",0,1,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
125.0,Data Scientist,Technology & Data,100.0,100.0,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
126.0,Data Scientist,Technology & Data,89.6,100.0,89.6,Excellent Fit,"Communication, Data_Visualization, Machine_Learning, Python, Statistics","2.0, 1.67, 1.05, 1.0, 0.66",0,2,"Career is suitable, but improvement is recommended in: Communication, Data_Visualization, Machine_Learning",1
127.0,Teacher,Education,58.39,100.0,58.39,Moderate Fit,"Subject_Knowledge, Teaching, Communication, Presentation, Planning","4.25, 4.12, 4.0, 3.83, 3.31",6,1,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Communication",1
128.0,Operations Analyst,Business & Management,74.95,75.0,74.95,Strong Fit,"Data_Analysis, Excel, Communication, Problem_Solving, Business_Analysis","2.27, 2.1, 2.0, 1.9, 1.87",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Communication",1
129.0,Data Engineer,Technology & Data,99.4,100.0,99.4,Excellent Fit,Problem_Solving,0.48,0,0,"Career is suitable, but improvement is recommended in: Problem_Solving",1
130.0,Risk Analyst,Finance & Accounting,79.08,87.5,79.08,Strong Fit,"Risk_Analysis, Communication, Excel, Financial_Analysis, Statistics","2.23, 2.0, 1.94, 1.82, 1.23",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Excel",1
131.0,Risk Analyst,Finance & Accounting,96.38,87.5,96.38,Excellent Fit,"Communication, Excel, Risk_Analysis","1.0, 0.66, 0.25",0,0,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
132.0,Operations Analyst,Business & Management,76.14,75.0,76.14,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Business_Analysis, Communication","2.51, 2.41, 2.26, 1.57, 1.0",0,4,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
135.0,Credit Analyst,Finance & Accounting,94.35,87.5,94.35,Excellent Fit,"Excel, Financial_Analysis, Risk_Analysis","1.62, 0.85, 0.78",0,1,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
136.0,Operations Analyst,Business & Management,99.31,75.0,99.31,Excellent Fit,"Excel, Data_Analysis","0.3, 0.03",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
137.0,Operations Analyst,Business & Management,96.1,75.0,96.1,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.83, 0.68, 0.36",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
138.0,Operations Analyst,Business & Management,90.92,75.0,90.92,Excellent Fit,"Communication, Data_Analysis, Problem_Solving, Excel, Business_Analysis","1.0, 0.98, 0.81, 0.73, 0.61",0,0,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
139.0,Operations Analyst,Business & Management,74.46,75.0,74.46,Strong Fit,"Problem_Solving, Data_Analysis, Excel, Business_Analysis, Projects","3.17, 3.12, 2.92, 1.5, 1.0",2,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
141.0,Operations Analyst,Business & Management,95.17,75.0,95.17,Excellent Fit,"Data_Analysis, Problem_Solving, Business_Analysis, Excel","0.87, 0.63, 0.41, 0.35",0,0,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Business_Analysis",1
142.0,Tax Consultant,Finance & Accounting,71.94,85.71428571428571,71.94,Strong Fit,"Taxation, Accounting, Excel, Attention_to_Detail, Communication","2.84, 2.84, 2.67, 2.33, 2.0",0,5,"Career is suitable, but improvement is recommended in: Taxation, Accounting, Excel",1
143.0,Data Engineer,Technology & Data,97.68,100.0,97.68,Excellent Fit,"Problem_Solving, SQL","1.01, 0.95",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, SQL",1
144.0,Operations Analyst,Business & Management,87.14,75.0,87.14,Excellent Fit,"Communication, Excel, Data_Analysis, Problem_Solving, Business_Analysis","2.0, 1.2, 1.03, 0.88, 0.68",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
145.0,Risk Analyst,Finance & Accounting,78.38,87.5,78.38,Strong Fit,"Risk_Analysis, Communication, Excel, Financial_Analysis, Statistics","2.32, 2.0, 1.92, 1.88, 1.32",0,4,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Excel",1
146.0,Credit Analyst,Finance & Accounting,74.26,87.5,74.26,Strong Fit,"Communication, Risk_Analysis, Excel, Financial_Analysis, Problem_Solving","3.0, 2.83, 2.33, 2.22, 1.83",1,4,"Career is suitable, but improvement is recommended in: Communication, Risk_Analysis, Excel",1
148.0,Data Scientist,Technology & Data,96.49,100.0,96.49,Excellent Fit,"Python, Communication, Data_Visualization, Machine_Learning","1.0, 1.0, 0.33, 0.1",0,0,"Career is suitable, but improvement is recommended in: Python, Communication, Data_Visualization",1
149.0,Operations Analyst,Business & Management,98.19,75.0,98.19,Excellent Fit,"Excel, Data_Analysis","0.84, 0.03",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
150.0,Operations Analyst,Business & Management,86.43,75.0,86.43,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Communication, Business_Analysis","1.63, 1.53, 1.4, 1.0, 0.71",0,2,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
151.0,Risk Analyst,Finance & Accounting,71.07,87.5,71.07,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","3.49, 2.75, 2.73, 2.0, 1.75",1,6,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
152.0,Operations Analyst,Business & Management,86.12,75.0,86.12,Excellent Fit,"Excel, Data_Analysis, Projects, Problem_Solving, Business_Analysis","2.23, 1.62, 1.0, 0.94, 0.47",0,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Projects",1
153.0,Operations Analyst,Business & Management,97.88,75.0,97.88,Excellent Fit,"Excel, Data_Analysis","0.73, 0.29",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
154.0,Data Scientist,Technology & Data,90.99,100.0,90.99,Excellent Fit,"Python, Machine_Learning, Statistics, Problem_Solving, Data_Visualization","2.0, 1.42, 1.01, 1.01, 0.67",0,1,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Statistics",1
155.0,Operations Analyst,Business & Management,66.95,75.0,66.95,Moderate Fit,"Communication, Data_Analysis, Problem_Solving, Business_Analysis, Excel","3.0, 2.89, 2.83, 2.67, 2.33",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Problem_Solving",1
156.0,Risk Analyst,Finance & Accounting,61.35,87.5,61.35,Moderate Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","4.0, 3.6, 3.42, 3.17, 2.42",4,3,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
157.0,Data Engineer,Technology & Data,99.08,100.0,99.08,Excellent Fit,Database_Management,0.83,0,0,"Career is suitable, but improvement is recommended in: Database_Management",1
158.0,Operations Analyst,Business & Management,69.73,75.0,69.73,Moderate Fit,"Data_Analysis, Problem_Solving, Excel, Business_Analysis, Communication","2.91, 2.87, 2.81, 2.03, 2.0",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Problem_Solving, Excel",1
159.0,Teacher,Education,69.69,100.0,69.69,Moderate Fit,"Subject_Knowledge, Teaching, Presentation, Communication, Planning","3.92, 3.46, 3.33, 3.0, 2.53",4,1,"Career is suitable, but improvement is recommended in: Subject_Knowledge, Teaching, Presentation",1
160.0,Operations Analyst,Business & Management,81.16,75.0,81.16,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","2.63, 2.25, 1.88, 1.0, 0.83",0,3,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
162.0,Risk Analyst,Finance & Accounting,78.03,87.5,78.03,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.07, 2.55, 2.49, 1.49, 1.49",1,2,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
163.0,Operations Analyst,Business & Management,63.2,75.0,63.2,Moderate Fit,"Excel, Data_Analysis, Problem_Solving, Projects, Business_Analysis","3.89, 3.56, 3.01, 2.67, 2.19",3,2,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
164.0,Operations Analyst,Business & Management,76.58,75.0,76.58,Strong Fit,"Excel, Data_Analysis, Communication, Problem_Solving, Business_Analysis","2.4, 2.04, 2.0, 1.55, 1.43",0,4,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Communication",1
166.0,Operations Analyst,Business & Management,64.49,75.0,64.49,Moderate Fit,"Communication, Data_Analysis, Business_Analysis, Problem_Solving, Excel","4.0, 2.78, 2.73, 2.67, 2.57",1,4,"Career is suitable, but improvement is recommended in: Communication, Data_Analysis, Business_Analysis",1
167.0,Data Scientist,Technology & Data,98.62,100.0,98.62,Excellent Fit,"Statistics, Problem_Solving, Machine_Learning","0.49, 0.49, 0.12",0,0,"Career is suitable, but improvement is recommended in: Statistics, Problem_Solving, Machine_Learning",1
168.0,Operations Analyst,Business & Management,73.68,75.0,73.68,Strong Fit,"Excel, Data_Analysis, Problem_Solving, Communication, Business_Analysis","2.46, 2.41, 2.12, 2.0, 1.77",0,5,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
169.0,Renewable Energy Analyst,Environment & Sustainability,60.29,57.14285714285714,54.26,Developing,"Data_Analysis, Research, Problem_Solving, Statistics","3.65, 3.47, 3.14, 2.14",3,1,"Career is suitable, but improvement is recommended in: Data_Analysis, Research, Problem_Solving",1
170.0,Risk Analyst,Finance & Accounting,70.2,87.5,70.2,Strong Fit,"Excel, Risk_Analysis, Financial_Analysis, Statistics, Problem_Solving","3.49, 3.11, 2.96, 2.11, 2.11",2,4,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
171.0,Risk Analyst,Finance & Accounting,70.04,87.5,70.04,Strong Fit,"Communication, Excel, Financial_Analysis, Risk_Analysis, Statistics","4.0, 3.06, 2.54, 2.47, 1.47",2,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Financial_Analysis",1
172.0,Product Designer,Design & Creative,100.0,87.5,100.0,Excellent Fit,,,0,0,Student currently meets the evaluated requirements for this career.,1
173.0,Operations Analyst,Business & Management,98.0,75.0,98.0,Excellent Fit,"Excel, Data_Analysis","0.94, 0.02",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis",1
174.0,Operations Analyst,Business & Management,87.9,75.0,87.9,Excellent Fit,"Problem_Solving, Data_Analysis, Excel, Communication, Business_Analysis","1.37, 1.36, 1.09, 1.0, 0.74",0,0,"Career is suitable, but improvement is recommended in: Problem_Solving, Data_Analysis, Excel",1
175.0,Operations Analyst,Business & Management,74.17,75.0,74.17,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Communication, Business_Analysis","2.36, 2.29, 2.04, 2.0, 1.83",0,5,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
177.0,Operations Analyst,Business & Management,81.38,75.0,81.38,Strong Fit,"Data_Analysis, Excel, Problem_Solving, Projects, Business_Analysis","2.35, 2.23, 2.03, 1.0, 0.87",0,3,"Career is suitable, but improvement is recommended in: Data_Analysis, Excel, Problem_Solving",1
178.0,Credit Analyst,Finance & Accounting,70.49,87.5,70.49,Strong Fit,"Risk_Analysis, Communication, Financial_Analysis, Excel, Problem_Solving","3.43, 3.0, 2.62, 2.53, 2.43",2,3,"Career is suitable, but improvement is recommended in: Risk_Analysis, Communication, Financial_Analysis",1
179.0,Risk Analyst,Finance & Accounting,85.76,87.5,85.76,Excellent Fit,"Excel, Risk_Analysis, Financial_Analysis, Communication, Statistics","1.75, 1.7, 1.47, 1.0, 0.7",0,2,"Career is suitable, but improvement is recommended in: Excel, Risk_Analysis, Financial_Analysis",1
180.0,Risk Analyst,Finance & Accounting,79.57,87.5,79.57,Strong Fit,"Excel, Financial_Analysis, Risk_Analysis, Statistics, Problem_Solving","3.2, 2.24, 2.02, 1.02, 1.02",1,2,"Career is suitable, but improvement is recommended in: Excel, Financial_Analysis, Risk_Analysis",1
181.0,Data Scientist,Technology & Data,89.85,100.0,89.85,Excellent Fit,"Python, Machine_Learning, Data_Visualization, Communication, Statistics","2.0, 1.65, 1.17, 1.0, 0.71",0,2,"Career is suitable, but improvement is recommended in: Python, Machine_Learning, Data_Visualization",1
182.0,Operations Analyst,Business & Management,90.51,75.0,90.51,Excellent Fit,"Communication, Excel, Business_Analysis, Data_Analysis, Problem_Solving","2.0, 0.64, 0.64, 0.63, 0.27",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Business_Analysis",1
183.0,Operations Analyst,Business & Management,96.98,75.0,96.98,Excellent Fit,"Excel, Data_Analysis, Problem_Solving","0.92, 0.48, 0.05",0,0,"Career is suitable, but improvement is recommended in: Excel, Data_Analysis, Problem_Solving",1
184.0,Graphic Designer,Design & Creative,96.9,100.0,96.9,Excellent Fit,"Creativity, Visual_Design, Portfolio","0.83, 0.73, 0.67",0,0,"Career is suitable, but improvement is recommended in: Creativity, Visual_Design, Portfolio",1
186.0,Social Media Manager,Marketing & Media,93.87,100.0,93.87,Excellent Fit,"Creativity, Social_Media, Content_Creation, Digital_Marketing, Brand_Management","2.67, 1.17, 0.17, 0.17, 0.17",0,1,"Career is suitable, but improvement is recommended in: Creativity, Social_Media, Content_Creation",1
187.0,Operations Analyst,Business & Management,90.68,75.0,90.68,Excellent Fit,"Communication, Excel, Data_Analysis, Business_Analysis, Problem_Solving","2.0, 1.02, 0.58, 0.34, 0.2",0,1,"Career is suitable, but improvement is recommended in: Communication, Excel, Data_Analysis",1
188.0,Teacher,Education,71.01,100.0,71.01,Strong Fit,"Patience, Planning, Subject_Knowledge, Presentation, Teaching","5.0, 3.74, 3.54, 1.83, 1.77",3,3,"Career is suitable, but improvement is recommended in: Patience, Planning, Subject_Knowledge",1
189.0,Renewable Energy Analyst,Environment & Sustainability,95.62,57.14285714285714,86.06,Excellent Fit,"Research, Data_Analysis","0.98, 0.42",0,0,"Career is suitable, but improvement is recommended in: Research, Data_Analysis",1
190.0,Teacher,Education,57.18,100.0,57.18,Moderate Fit,"Communication, Teaching, Presentation, Subject_Knowledge, Planning","5.0, 4.64, 4.33, 4.29, 2.99",4,3,"Career is suitable, but improvement is recommended in: Communication, Teaching, Presentation",1
191.0,Risk Analyst,Finance & Accounting,87.59,87.5,87.59,Excellent Fit,"Communication, Excel, Risk_Analysis, Financial_Analysis, Statistics","2.0, 1.64, 1.25, 1.16, 0.25",0,2,"Career is suitable, but improvement is recommended in: Communication, Excel, Risk_Analysis",1
192.0,Tax Consultant,Finance & Accounting,82.77,85.71428571428571,82.77,Strong Fit,"Taxation, Accounting, Communication, Excel, Financial_Reporting","2.02, 2.02, 2.0, 1.02, 0.68",0,3,"Career is suitable, but improvement is recommended in: Taxation, Accounting, Communication",1
